holiday_row_id,date,type,locale,locale_name,description,transferred,concept,removed_prefixes,normalization_flags,case_insensitive_concept,case_insensitive_removed_prefixes,concept_family,excluded_before_application,pre_application_exclusion_reason
193,2015-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,Provincializacion de Santo Domingo,,,Provincializacion de Santo Domingo,,Provincializacion,False,
194,2015-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,Provincializacion Santa Elena,,,Provincializacion Santa Elena,,Provincializacion,False,
195,2015-11-10,Holiday,Local,Guaranda,Independencia de Guaranda,False,Independencia de Guaranda,,,Independencia de Guaranda,,,False,
196,2015-11-11,Holiday,Local,Latacunga,Independencia de Latacunga,False,Independencia de Latacunga,,,Independencia de Latacunga,,,False,
197,2015-11-12,Holiday,Local,Ambato,Independencia de Ambato,False,Independencia de Ambato,,,Independencia de Ambato,,,False,
198,2015-11-27,Event,National,Ecuador,Black Friday,False,Black Friday,,,Black Friday,,,False,
199,2015-11-30,Event,National,Ecuador,Cyber Monday,False,Cyber Monday,,,Cyber Monday,,,False,
200,2015-12-05,Additional,Local,Quito,Fundacion de Quito-1,False,Fundacion de Quito,,numeric_suffix_removed,Fundacion de Quito,,Fundacion,False,
201,2015-12-06,Holiday,Local,Quito,Fundacion de Quito,False,Fundacion de Quito,,,Fundacion de Quito,,Fundacion,False,
202,2015-12-08,Holiday,Local,Loja,Fundacion de Loja,False,Fundacion de Loja,,,Fundacion de Loja,,Fundacion,False,
203,2015-12-21,Additional,National,Ecuador,Navidad-4,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
204,2015-12-22,Additional,National,Ecuador,Navidad-3,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
205,2015-12-22,Holiday,Local,Salinas,Cantonizacion de Salinas,False,Cantonizacion de Salinas,,,Cantonizacion de Salinas,,Cantonizacion,False,
206,2015-12-23,Additional,National,Ecuador,Navidad-2,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
207,2015-12-24,Additional,National,Ecuador,Navidad-1,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
208,2015-12-25,Holiday,National,Ecuador,Navidad,False,Navidad,,,Navidad,,,False,
209,2015-12-26,Additional,National,Ecuador,Navidad+1,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
210,2015-12-31,Additional,National,Ecuador,Primer dia del ano-1,False,Primer dia del ano,,numeric_suffix_removed,Primer dia del ano,,,False,
211,2016-01-01,Holiday,National,Ecuador,Primer dia del ano,False,Primer dia del ano,,,Primer dia del ano,,,False,
212,2016-02-08,Holiday,National,Ecuador,Carnaval,False,Carnaval,,,Carnaval,,,False,
213,2016-02-09,Holiday,National,Ecuador,Carnaval,False,Carnaval,,,Carnaval,,,False,
214,2016-03-02,Holiday,Local,Manta,Fundacion de Manta,False,Fundacion de Manta,,,Fundacion de Manta,,Fundacion,False,
215,2016-03-25,Holiday,National,Ecuador,Viernes Santo,False,Viernes Santo,,,Viernes Santo,,,False,
216,2016-04-01,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,Provincializacion de Cotopaxi,,,Provincializacion de Cotopaxi,,Provincializacion,False,
217,2016-04-12,Holiday,Local,Cuenca,Fundacion de Cuenca,False,Fundacion de Cuenca,,,Fundacion de Cuenca,,Fundacion,False,
218,2016-04-14,Holiday,Local,Libertad,Cantonizacion de Libertad,False,Cantonizacion de Libertad,,,Cantonizacion de Libertad,,Cantonizacion,False,
219,2016-04-16,Event,National,Ecuador,Terremoto Manabi,False,Terremoto Manabi,,,Terremoto Manabi,,,False,
220,2016-04-17,Event,National,Ecuador,Terremoto Manabi+1,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
221,2016-04-18,Event,National,Ecuador,Terremoto Manabi+2,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
222,2016-04-19,Event,National,Ecuador,Terremoto Manabi+3,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
223,2016-04-20,Event,National,Ecuador,Terremoto Manabi+4,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
224,2016-04-21,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,Cantonizacion de Riobamba,,,Cantonizacion de Riobamba,,Cantonizacion,False,
225,2016-04-21,Event,National,Ecuador,Terremoto Manabi+5,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
226,2016-04-22,Event,National,Ecuador,Terremoto Manabi+6,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
227,2016-04-23,Event,National,Ecuador,Terremoto Manabi+7,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
228,2016-04-24,Event,National,Ecuador,Terremoto Manabi+8,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
229,2016-04-25,Event,National,Ecuador,Terremoto Manabi+9,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
230,2016-04-26,Event,National,Ecuador,Terremoto Manabi+10,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
231,2016-04-27,Event,National,Ecuador,Terremoto Manabi+11,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
232,2016-04-28,Event,National,Ecuador,Terremoto Manabi+12,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
233,2016-04-29,Event,National,Ecuador,Terremoto Manabi+13,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
234,2016-04-30,Event,National,Ecuador,Terremoto Manabi+14,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
235,2016-05-01,Holiday,National,Ecuador,Dia del Trabajo,False,Dia del Trabajo,,,Dia del Trabajo,,,False,
236,2016-05-01,Event,National,Ecuador,Terremoto Manabi+15,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
237,2016-05-02,Event,National,Ecuador,Terremoto Manabi+16,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
238,2016-05-03,Event,National,Ecuador,Terremoto Manabi+17,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
239,2016-05-04,Event,National,Ecuador,Terremoto Manabi+18,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
240,2016-05-05,Event,National,Ecuador,Terremoto Manabi+19,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
241,2016-05-06,Event,National,Ecuador,Terremoto Manabi+20,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
242,2016-05-07,Additional,National,Ecuador,Dia de la Madre-1,False,Dia de la Madre,,numeric_suffix_removed,Dia de la Madre,,,False,
243,2016-05-07,Event,National,Ecuador,Terremoto Manabi+21,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
244,2016-05-08,Event,National,Ecuador,Terremoto Manabi+22,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
245,2016-05-08,Event,National,Ecuador,Dia de la Madre,False,Dia de la Madre,,,Dia de la Madre,,,False,
246,2016-05-09,Event,National,Ecuador,Terremoto Manabi+23,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
247,2016-05-10,Event,National,Ecuador,Terremoto Manabi+24,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
248,2016-05-11,Event,National,Ecuador,Terremoto Manabi+25,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
249,2016-05-12,Holiday,Local,Puyo,Cantonizacion del Puyo,False,Cantonizacion del Puyo,,,Cantonizacion del Puyo,,Cantonizacion,False,
250,2016-05-12,Event,National,Ecuador,Terremoto Manabi+26,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
251,2016-05-13,Event,National,Ecuador,Terremoto Manabi+27,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
252,2016-05-14,Event,National,Ecuador,Terremoto Manabi+28,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
253,2016-05-15,Event,National,Ecuador,Terremoto Manabi+29,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
254,2016-05-16,Event,National,Ecuador,Terremoto Manabi+30,False,Terremoto Manabi,,numeric_suffix_removed,Terremoto Manabi,,,False,
255,2016-05-24,Holiday,National,Ecuador,Batalla de Pichincha,True,Batalla de Pichincha,,,Batalla de Pichincha,,,True,transferred
256,2016-05-27,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,Batalla de Pichincha,Traslado,,Batalla de Pichincha,Traslado,,False,
257,2016-06-23,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,Cantonizacion de Guaranda,,,Cantonizacion de Guaranda,,Cantonizacion,False,
258,2016-06-25,Holiday,Local,Machala,Fundacion de Machala,False,Fundacion de Machala,,,Fundacion de Machala,,Fundacion,False,
259,2016-06-25,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,Provincializacion de Imbabura,,,Provincializacion de Imbabura,,Provincializacion,False,
260,2016-06-25,Holiday,Local,Latacunga,Cantonizacion de Latacunga,False,Cantonizacion de Latacunga,,,Cantonizacion de Latacunga,,Cantonizacion,False,
261,2016-07-03,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,Cantonizacion de El Carmen,,,Cantonizacion de El Carmen,,Cantonizacion,False,
262,2016-07-03,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,Fundacion de Santo Domingo,,,Fundacion de Santo Domingo,,Fundacion,False,
263,2016-07-23,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,Cantonizacion de Cayambe,,,Cantonizacion de Cayambe,,Cantonizacion,False,
264,2016-07-24,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,Fundacion de Guayaquil,,numeric_suffix_removed,Fundacion de Guayaquil,,Fundacion,False,
265,2016-07-24,Transfer,Local,Guayaquil,Traslado Fundacion de Guayaquil,False,Fundacion de Guayaquil,Traslado,,Fundacion de Guayaquil,Traslado,Fundacion,False,
266,2016-07-25,Holiday,Local,Guayaquil,Fundacion de Guayaquil,True,Fundacion de Guayaquil,,,Fundacion de Guayaquil,,Fundacion,True,transferred
267,2016-08-05,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,Fundacion de Esmeraldas,,,Fundacion de Esmeraldas,,Fundacion,False,
268,2016-08-10,Holiday,National,Ecuador,Primer Grito de Independencia,True,Primer Grito de Independencia,,,Primer Grito de Independencia,,,True,transferred
269,2016-08-12,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,Primer Grito de Independencia,Traslado,,Primer Grito de Independencia,Traslado,,False,
270,2016-08-15,Holiday,Local,Riobamba,Fundacion de Riobamba,False,Fundacion de Riobamba,,,Fundacion de Riobamba,,Fundacion,False,
271,2016-08-24,Holiday,Local,Ambato,Fundacion de Ambato,False,Fundacion de Ambato,,,Fundacion de Ambato,,Fundacion,False,
272,2016-09-28,Holiday,Local,Ibarra,Fundacion de Ibarra,False,Fundacion de Ibarra,,,Fundacion de Ibarra,,Fundacion,False,
273,2016-10-07,Holiday,Local,Quevedo,Cantonizacion de Quevedo,False,Cantonizacion de Quevedo,,,Cantonizacion de Quevedo,,Cantonizacion,False,
274,2016-10-09,Holiday,National,Ecuador,Independencia de Guayaquil,False,Independencia de Guayaquil,,,Independencia de Guayaquil,,,False,
275,2016-11-02,Holiday,National,Ecuador,Dia de Difuntos,False,Dia de Difuntos,,,Dia de Difuntos,,,False,
276,2016-11-03,Holiday,National,Ecuador,Independencia de Cuenca,False,Independencia de Cuenca,,,Independencia de Cuenca,,,False,
277,2016-11-04,Bridge,National,Ecuador,Puente Dia de Difuntos,False,Dia de Difuntos,Puente,,Dia de Difuntos,Puente,,False,
278,2016-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,Provincializacion de Santo Domingo,,,Provincializacion de Santo Domingo,,Provincializacion,False,
279,2016-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,Provincializacion Santa Elena,,,Provincializacion Santa Elena,,Provincializacion,False,
280,2016-11-10,Holiday,Local,Guaranda,Independencia de Guaranda,False,Independencia de Guaranda,,,Independencia de Guaranda,,,False,
281,2016-11-11,Holiday,Local,Latacunga,Independencia de Latacunga,False,Independencia de Latacunga,,,Independencia de Latacunga,,,False,
282,2016-11-12,Holiday,Local,Ambato,Independencia de Ambato,False,Independencia de Ambato,,,Independencia de Ambato,,,False,
283,2016-11-12,Work Day,National,Ecuador,Recupero Puente Dia de Difuntos,False,Dia de Difuntos,Recupero|Puente,,Dia de Difuntos,Recupero|Puente,,True,work_day
284,2016-11-25,Event,National,Ecuador,Black Friday,False,Black Friday,,,Black Friday,,,False,
285,2016-11-28,Event,National,Ecuador,Cyber Monday,False,Cyber Monday,,,Cyber Monday,,,False,
286,2016-12-05,Additional,Local,Quito,Fundacion de Quito-1,False,Fundacion de Quito,,numeric_suffix_removed,Fundacion de Quito,,Fundacion,False,
287,2016-12-06,Holiday,Local,Quito,Fundacion de Quito,False,Fundacion de Quito,,,Fundacion de Quito,,Fundacion,False,
288,2016-12-08,Holiday,Local,Loja,Fundacion de Loja,False,Fundacion de Loja,,,Fundacion de Loja,,Fundacion,False,
289,2016-12-21,Additional,National,Ecuador,Navidad-4,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
290,2016-12-22,Additional,National,Ecuador,Navidad-3,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
291,2016-12-22,Holiday,Local,Salinas,Cantonizacion de Salinas,False,Cantonizacion de Salinas,,,Cantonizacion de Salinas,,Cantonizacion,False,
292,2016-12-23,Additional,National,Ecuador,Navidad-2,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
293,2016-12-24,Additional,National,Ecuador,Navidad-1,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
294,2016-12-25,Holiday,National,Ecuador,Navidad,False,Navidad,,,Navidad,,,False,
295,2016-12-26,Additional,National,Ecuador,Navidad+1,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
296,2016-12-31,Additional,National,Ecuador,Primer dia del ano-1,False,Primer dia del ano,,numeric_suffix_removed,Primer dia del ano,,,False,
297,2017-01-01,Holiday,National,Ecuador,Primer dia del ano,True,Primer dia del ano,,,Primer dia del ano,,,True,transferred
298,2017-01-02,Transfer,National,Ecuador,Traslado Primer dia del ano,False,Primer dia del ano,Traslado,,Primer dia del ano,Traslado,,False,
299,2017-02-27,Holiday,National,Ecuador,Carnaval,False,Carnaval,,,Carnaval,,,False,
300,2017-02-28,Holiday,National,Ecuador,Carnaval,False,Carnaval,,,Carnaval,,,False,
301,2017-03-02,Holiday,Local,Manta,Fundacion de Manta,False,Fundacion de Manta,,,Fundacion de Manta,,Fundacion,False,
302,2017-04-01,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,Provincializacion de Cotopaxi,,,Provincializacion de Cotopaxi,,Provincializacion,False,
303,2017-04-12,Holiday,Local,Cuenca,Fundacion de Cuenca,True,Fundacion de Cuenca,,,Fundacion de Cuenca,,Fundacion,True,transferred
304,2017-04-13,Transfer,Local,Cuenca,Fundacion de Cuenca,False,Fundacion de Cuenca,,,Fundacion de Cuenca,,Fundacion,False,
305,2017-04-14,Holiday,Local,Libertad,Cantonizacion de Libertad,False,Cantonizacion de Libertad,,,Cantonizacion de Libertad,,Cantonizacion,False,
306,2017-04-14,Holiday,National,Ecuador,Viernes Santo,False,Viernes Santo,,,Viernes Santo,,,False,
307,2017-04-21,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,Cantonizacion de Riobamba,,,Cantonizacion de Riobamba,,Cantonizacion,False,
308,2017-05-01,Holiday,National,Ecuador,Dia del Trabajo,False,Dia del Trabajo,,,Dia del Trabajo,,,False,
309,2017-05-12,Holiday,Local,Puyo,Cantonizacion del Puyo,False,Cantonizacion del Puyo,,,Cantonizacion del Puyo,,Cantonizacion,False,
310,2017-05-13,Additional,National,Ecuador,Dia de la Madre-1,False,Dia de la Madre,,numeric_suffix_removed,Dia de la Madre,,,False,
311,2017-05-14,Event,National,Ecuador,Dia de la Madre,False,Dia de la Madre,,,Dia de la Madre,,,False,
312,2017-05-24,Holiday,National,Ecuador,Batalla de Pichincha,True,Batalla de Pichincha,,,Batalla de Pichincha,,,True,transferred
313,2017-05-26,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,Batalla de Pichincha,Traslado,,Batalla de Pichincha,Traslado,,False,
314,2017-06-23,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,Cantonizacion de Guaranda,,,Cantonizacion de Guaranda,,Cantonizacion,False,
315,2017-06-25,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,Provincializacion de Imbabura,,,Provincializacion de Imbabura,,Provincializacion,False,
316,2017-06-25,Holiday,Local,Latacunga,Cantonizacion de Latacunga,False,Cantonizacion de Latacunga,,,Cantonizacion de Latacunga,,Cantonizacion,False,
317,2017-06-25,Holiday,Local,Machala,Fundacion de Machala,False,Fundacion de Machala,,,Fundacion de Machala,,Fundacion,False,
318,2017-07-03,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,Cantonizacion de El Carmen,,,Cantonizacion de El Carmen,,Cantonizacion,False,
319,2017-07-03,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,Fundacion de Santo Domingo,,,Fundacion de Santo Domingo,,Fundacion,False,
320,2017-07-23,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,Cantonizacion de Cayambe,,,Cantonizacion de Cayambe,,Cantonizacion,False,
321,2017-07-24,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,Fundacion de Guayaquil,,numeric_suffix_removed,Fundacion de Guayaquil,,Fundacion,False,
322,2017-07-25,Additional,Local,Guayaquil,Fundacion de Guayaquil,False,Fundacion de Guayaquil,,,Fundacion de Guayaquil,,Fundacion,False,
323,2017-08-05,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,Fundacion de Esmeraldas,,,Fundacion de Esmeraldas,,Fundacion,False,
324,2017-08-10,Holiday,National,Ecuador,Primer Grito de Independencia,True,Primer Grito de Independencia,,,Primer Grito de Independencia,,,True,transferred
325,2017-08-11,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,Primer Grito de Independencia,Traslado,,Primer Grito de Independencia,Traslado,,False,
326,2017-08-15,Holiday,Local,Riobamba,Fundacion de Riobamba,False,Fundacion de Riobamba,,,Fundacion de Riobamba,,Fundacion,False,
327,2017-08-24,Holiday,Local,Ambato,Fundacion de Ambato,False,Fundacion de Ambato,,,Fundacion de Ambato,,Fundacion,False,
328,2017-09-28,Holiday,Local,Ibarra,Fundacion de Ibarra,True,Fundacion de Ibarra,,,Fundacion de Ibarra,,Fundacion,True,transferred
329,2017-09-29,Transfer,Local,Ibarra,Fundacion de Ibarra,False,Fundacion de Ibarra,,,Fundacion de Ibarra,,Fundacion,False,
330,2017-10-07,Holiday,Local,Quevedo,Cantonizacion de Quevedo,False,Cantonizacion de Quevedo,,,Cantonizacion de Quevedo,,Cantonizacion,False,
331,2017-10-09,Holiday,National,Ecuador,Independencia de Guayaquil,False,Independencia de Guayaquil,,,Independencia de Guayaquil,,,False,
332,2017-11-02,Holiday,National,Ecuador,Dia de Difuntos,False,Dia de Difuntos,,,Dia de Difuntos,,,False,
333,2017-11-03,Holiday,National,Ecuador,Independencia de Cuenca,False,Independencia de Cuenca,,,Independencia de Cuenca,,,False,
334,2017-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,Provincializacion de Santo Domingo,,,Provincializacion de Santo Domingo,,Provincializacion,False,
335,2017-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,Provincializacion Santa Elena,,,Provincializacion Santa Elena,,Provincializacion,False,
336,2017-11-10,Holiday,Local,Guaranda,Independencia de Guaranda,False,Independencia de Guaranda,,,Independencia de Guaranda,,,False,
337,2017-11-11,Holiday,Local,Latacunga,Independencia de Latacunga,False,Independencia de Latacunga,,,Independencia de Latacunga,,,False,
338,2017-11-12,Holiday,Local,Ambato,Independencia de Ambato,False,Independencia de Ambato,,,Independencia de Ambato,,,False,
339,2017-12-05,Additional,Local,Quito,Fundacion de Quito-1,False,Fundacion de Quito,,numeric_suffix_removed,Fundacion de Quito,,Fundacion,False,
340,2017-12-06,Holiday,Local,Quito,Fundacion de Quito,True,Fundacion de Quito,,,Fundacion de Quito,,Fundacion,True,transferred
341,2017-12-08,Holiday,Local,Loja,Fundacion de Loja,False,Fundacion de Loja,,,Fundacion de Loja,,Fundacion,False,
342,2017-12-08,Transfer,Local,Quito,Traslado Fundacion de Quito,False,Fundacion de Quito,Traslado,,Fundacion de Quito,Traslado,Fundacion,False,
343,2017-12-21,Additional,National,Ecuador,Navidad-4,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
344,2017-12-22,Holiday,Local,Salinas,Cantonizacion de Salinas,False,Cantonizacion de Salinas,,,Cantonizacion de Salinas,,Cantonizacion,False,
345,2017-12-22,Additional,National,Ecuador,Navidad-3,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
346,2017-12-23,Additional,National,Ecuador,Navidad-2,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
347,2017-12-24,Additional,National,Ecuador,Navidad-1,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
348,2017-12-25,Holiday,National,Ecuador,Navidad,False,Navidad,,,Navidad,,,False,
349,2017-12-26,Additional,National,Ecuador,Navidad+1,False,Navidad,,numeric_suffix_removed,Navidad,,,False,
